area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao,classe
11036,435.49899291992205,186.078414916992,76.3080596923828,0.91204708814621,11305,0.5975741744041441,1
12491,457.140991210938,194.875457763672,82.4910888671875,0.9059888124465941,12721,0.770478665828705,0
13607,461.05099487304705,190.514343261719,91.71279907226558,0.876503348350525,13772,0.609141349792481,1
11539,423.691009521484,172.535919189453,86.0599594116211,0.8667203187942509,11767,0.6416972279548651,1
13328,489.385986328125,217.285614013672,78.7089080810547,0.932085990905762,13530,0.7574448585510251,0
14890,502.54098510742205,206.22853088378898,93.4573135375977,0.8914223313331601,15349,0.5898197889328001,0
13818,475.016998291016,198.499206542969,89.095703125,0.8936088085174559,14008,0.596014499664307,0
14533,487.204010009766,196.814987182617,95.84307861328121,0.8734184503555301,14873,0.651120066642761,0
11730,424.164001464844,172.737365722656,87.7198028564453,0.861462116241455,11913,0.622809827327728,1
13969,486.50900268554705,206.02857971191398,87.7261276245117,0.904819250106812,14277,0.652756989002228,0
12887,468.8330078125,197.763214111328,83.7241744995117,0.9059635400772099,13241,0.556770086288452,0
15026,504.471984863281,212.475982666016,91.13345336914058,0.903346419334412,15285,0.7224038243293759,0
14851,517.346984863281,217.698394775391,88.8102493286133,0.913003861904144,15256,0.728061556816101,0
11178,419.278015136719,166.614303588867,87.0708847045898,0.8525844812393192,11507,0.60447758436203,1
15371,497.66500854492205,212.748931884766,92.46556854248051,0.9006125330924991,15587,0.812077343463898,0
13502,473.01199340820295,198.147384643555,88.0355911254883,0.8958812952041629,13778,0.753880500793457,0
12040,441.023010253906,182.75280761718798,85.1511459350586,0.884818315505981,12372,0.747408270835876,0
13173,467.476013183594,194.676452636719,87.3639602661133,0.893649876117706,13443,0.573162794113159,0
14329,486.277008056641,206.572296142578,89.21240234375,0.9019358158111569,14588,0.8127623200416569,0
10534,409.339996337891,163.875930786133,83.27369689941409,0.8612681031227108,10899,0.726132214069366,1
14972,501.86599731445295,208.838424682617,92.8932113647461,0.895625472068787,15476,0.7270784974098209,0
10044,410.191009521484,168.55310058593798,77.0796585083008,0.889311492443085,10317,0.757466077804565,1
13891,486.93798828125,209.804763793945,85.7384262084961,0.912687540054321,14170,0.82847261428833,0
11944,434.924011230469,182.873962402344,83.6384353637695,0.889283895492554,12090,0.6171972155570981,1
13700,455.625,185.958541870117,94.56549072265629,0.8610442876815799,13893,0.614515125751495,1
12362,448.111999511719,181.0390625,88.5260772705078,0.872290074825287,12720,0.632780492305756,1
12765,460.346008300781,196.390548706055,83.8989715576172,0.904154896736145,13139,0.574353218078613,0
15275,509.85501098632795,217.5546875,90.1838150024414,0.910033822059631,15582,0.667613625526428,0
12524,444.010009765625,179.059509277344,90.16651153564449,0.863962531089783,12746,0.645666837692261,1
11166,414.890014648438,165.738784790039,87.0305557250977,0.851036369800568,11478,0.670953035354614,1
12344,442.701995849609,179.735778808594,88.92992401123051,0.869017481803894,12609,0.718970239162445,1
16862,519.471008300781,219.659957885742,98.39157104492192,0.894070267677307,17104,0.612273037433624,0
12299,446.101989746094,185.85789489746102,85.4524765014648,0.8880363702774051,12528,0.668423891067505,1
13824,491.619995117188,206.389022827148,86.8548812866211,0.907139122486115,14268,0.6338667273521421,0
12914,464.179992675781,182.701553344727,91.9550933837891,0.864107251167297,13385,0.6435120701789859,1
13089,458.076995849609,182.10920715332,92.5897979736328,0.8611032962799069,13562,0.712908506393433,1
11180,425.497009277344,177.018585205078,81.56251525878909,0.887526452541351,11353,0.579394698143005,1
11386,431.785003662109,176.876770019531,83.3233261108398,0.8820898532867428,11713,0.6809808611869809,1
11708,433.66500854492205,184.303085327148,81.25191497802741,0.8975757360458371,11888,0.6117032170295721,1
15115,492.015991210937,200.45362854003898,97.0486068725586,0.8749878406524659,15411,0.72382915019989,1
10420,415.055999755859,170.512557983398,79.28839111328129,0.885310530662537,10647,0.627710819244385,1
15151,496.192993164063,207.931488037109,93.96302032470699,0.8920715451240541,15547,0.761395037174225,0
15975,522.804016113281,218.417678833008,94.04412841796871,0.9025571346282959,16290,0.5676367282867429,0
11848,432.368988037109,178.350799560547,86.1173095703125,0.8757011294364929,12045,0.6002938747406011,1
14573,493.77999877929705,209.355819702148,89.43750762939449,0.9041555523872379,14847,0.65058034658432,0
13620,479.877014160156,203.397109985352,86.375732421875,0.9053503274917599,13987,0.635765314102173,0
11314,424.08499145507795,178.783157348633,81.8367614746094,0.8890844583511349,11482,0.7604516744613651,1
14674,497.10299682617205,208.436462402344,91.0869903564453,0.899460911750793,15049,0.682289481163025,0
9577,404.544006347656,166.90075683593798,74.350959777832,0.8952918648719791,9855,0.612261831760407,1
12682,459.964996337891,195.435501098633,83.6043243408203,0.903880655765533,12892,0.582812488079071,0
14897,491.184997558594,205.71984863281202,92.8756942749024,0.8922879099845891,15137,0.5944533348083499,0
11964,447.506011962891,191.44384765625,80.2749099731445,0.907841682434082,12166,0.7546836733818051,1
13090,472.945007324219,202.60157775878898,83.2301788330078,0.9117222428321842,13331,0.775290191173553,0
12205,438.35598754882795,174.435729980469,90.32647705078121,0.8554890155792241,12491,0.6184757351875311,1
12414,453.382995605469,188.562301635742,85.3258361816406,0.8917606472969059,12721,0.5881739854812621,0
15486,492.694000244141,204.372131347656,97.6780014038086,0.878391444683075,15688,0.60116457939148,0
12044,449.1669921875,188.363250732422,82.4944534301758,0.8989973664283749,12342,0.568381309509277,0
14641,505.002014160156,211.583648681641,90.0334320068359,0.9049482345581059,15034,0.629557967185974,0
13658,499.37399291992205,206.509735107422,85.7565460205078,0.909699857234955,14177,0.540268957614899,0
11136,419.52099609375,172.737335205078,82.8789367675781,0.877379298210144,11373,0.7061509490013119,1
13244,467.64401245117205,193.42497253418,88.63653564453129,0.888824582099915,13672,0.7979274392127991,0
16405,526.570007324219,221.612518310547,95.43670654296879,0.902520596981049,16837,0.658888280391693,0
14467,498.62399291992205,213.595626831055,86.99999237060551,0.9132892489433292,14857,0.7407578229904179,0
13218,454.997985839844,182.578399658203,93.2371444702148,0.859777331352234,13459,0.73331481218338,1
11525,433.781005859375,184.42333984375,80.1666259765625,0.900581061840057,11697,0.6127060055732729,1
11937,427.33499145507795,172.931640625,88.59191131591801,0.858809888362885,12111,0.7723214030265809,1
15043,498.299011230469,206.01170349121102,94.7666854858398,0.887915670871735,15414,0.58688360452652,0
17135,525.93798828125,217.72834777832,101.154624938965,0.885525405406952,17471,0.5937283635139471,0
11697,424.148010253906,170.552093505859,88.9111480712891,0.853365123271942,11939,0.6272522807121279,1
14870,506.56100463867205,214.931228637695,89.4002532958984,0.9093883037567142,15202,0.579727113246918,0
14932,488.864990234375,203.939300537109,94.11239624023442,0.887154459953308,15200,0.781616389751434,1
11734,432.621002197266,177.31726074218798,86.10055541992192,0.8741958737373349,11972,0.6445835828781129,1
12325,454.049011230469,192.69505310058602,82.5529098510742,0.903583407402039,12583,0.7860331535339359,1
15655,513.301025390625,216.09899902343798,93.56714630126949,0.9014021754264828,16085,0.565652549266815,0
14400,481.506011962891,193.782958984375,96.5161895751953,0.867140650749207,14876,0.683890581130981,0
15809,518.455017089844,221.07067871093702,92.2322998046875,0.908811330795288,16079,0.8148128986358639,0
11916,432.680999755859,176.154983520508,87.2202987670898,0.8688166737556461,12189,0.64687043428421,1
14263,490.75100708007795,203.77844238281202,90.2658843994141,0.8965409398078922,14779,0.731548428535461,0
10191,403.218994140625,168.609024047852,77.5280532836914,0.888017475605011,10352,0.7972930669784549,1
11889,440.947998046875,178.992141723633,85.9199447631836,0.8772571086883549,12185,0.763780057430267,1
14713,493.212005615234,206.916122436523,91.64846801757808,0.8965583443641659,15162,0.594032645225525,0
12312,447.71701049804705,178.960739135742,88.5175247192383,0.8691094517707829,12593,0.6183205842971801,1
11973,438.148010253906,178.088775634766,87.2742462158203,0.8716884851455692,12367,0.627121329307556,1
9962,408.721008300781,165.83377075195298,78.4938659667969,0.880885899066925,10231,0.6186808943748471,1
12008,440.518005371094,185.988662719727,83.0241241455078,0.894836783409119,12227,0.6994000673294071,1
11702,432.773986816406,177.724609375,84.6633224487305,0.879242897033691,11975,0.597162663936615,0
14819,497.83499145507795,210.37467956543,90.70984649658199,0.902264833450317,15119,0.590680778026581,0
12583,434.002990722656,171.657073974609,94.4652252197266,0.8349580168724059,12897,0.7432807683944699,1
11393,415.799987792969,164.91043090820298,88.9042434692383,0.842237770557404,11638,0.695543348789215,1
14017,471.81399536132795,194.643447875977,92.3601303100586,0.8802504539489749,14314,0.708788454532623,0
12868,454.859008789063,191.586151123047,86.50890350341801,0.892250657081604,13082,0.7867449522018429,1
9842,395.572998046875,159.499008178711,80.370964050293,0.863764107227325,10102,0.616666674613953,1
13495,466.95901489257795,196.395538330078,88.2130584716797,0.89345121383667,13725,0.689575910568237,0
14479,473.95700073242205,193.13182067871102,96.9485931396484,0.8648784160614009,14812,0.636635422706604,0
14229,485.118988037109,206.597686767578,88.7213287353516,0.903095364570618,14455,0.7451688647270199,0
12837,464.768005371094,194.300720214844,85.3318405151367,0.8984019756317142,13053,0.584270179271698,1
12152,454.212005615234,198.899597167969,78.3230056762695,0.9192039966583249,12338,0.7854695916175841,1
12339,453.264007568359,191.50437927246102,82.7746887207031,0.9017615318298341,12534,0.6189305782318121,1
10539,420.63699340820295,174.81980895996102,77.6350402832031,0.8959841132164,10775,0.66270512342453,1
14761,499.510986328125,210.798767089844,90.55553436279301,0.9030274152755741,15197,0.6583266258239749,0
11230,422.71798706054705,172.900039672852,83.8480224609375,0.874541401863098,11462,0.606600761413574,1
12673,441.713989257813,177.029922485352,92.5874862670898,0.852329790592194,12950,0.621774137020111,1
12397,446.319000244141,184.800262451172,86.4162368774414,0.883929789066315,12594,0.5978491306304929,1
11469,429.858001708984,175.509948730469,85.1131973266602,0.8745430111885071,11709,0.7892237901687621,1
16318,537.447021484375,232.036819458008,90.7105026245117,0.9204197525978092,16592,0.598167181015015,0
14287,486.402008056641,200.142578125,91.9941940307617,0.888103604316711,14654,0.711326837539673,0
16513,525.9840087890631,219.275436401367,97.95169067382808,0.894680738449097,16950,0.610146343708038,0
12468,461.549987792969,196.818283081055,81.5472946166992,0.9101276993751529,12786,0.6765056848526,0
13413,465.60501098632795,198.852722167969,86.0941543579102,0.901415824890137,13620,0.635325908660889,0
13149,463.31100463867205,189.873092651367,89.2320327758789,0.8826897740364079,13421,0.7871767282485959,1
10733,402.419006347656,166.234313964844,82.7054824829102,0.867450475692749,10876,0.706118404865265,1
15936,522.767028808594,224.61750793457,91.1237411499024,0.914013385772705,16298,0.609081208705902,0
15714,501.15499877929705,205.01330566406202,99.27554321289058,0.8749354481697079,16074,0.733887553215027,0
14269,501.04000854492205,214.669357299805,85.6431579589844,0.9169710278511051,14733,0.700009822845459,0
10260,417.0,172.993560791016,76.9076919555664,0.8957442641258241,10527,0.588235318660736,1
14570,469.981994628906,185.401458740234,100.88791656494101,0.8389819860458371,14895,0.654537260532379,0
12700,452.42800903320295,185.61022949218798,88.2502975463867,0.879737198352814,12910,0.680746138095856,1
14115,486.27200317382795,207.55104064941398,87.7810897827149,0.9061589241027829,14422,0.600817263126373,0
11242,418.64599609375,172.52990722656298,83.8486251831055,0.8739617466926579,11409,0.648888885974884,1
13870,484.127014160156,203.418258666992,88.50323486328129,0.9003917574882511,14266,0.756517946720123,0
10380,399.177001953125,164.590576171875,80.95957946777341,0.870660364627838,10630,0.7064107656478879,1
13414,480.287994384766,199.48291015625,86.8428573608398,0.9002662301063541,13933,0.5550544261932371,0
10847,417.924011230469,170.366790771484,82.47300720214841,0.875017702579498,11107,0.7463189959526059,1
12219,436.205993652344,179.43591308593798,87.93396759033199,0.8716899752616879,12434,0.603407382965088,1
10826,414.222991943359,168.252792358398,82.8885879516602,0.87023138999939,11040,0.6154983043670649,1
10952,421.10501098632795,176.872131347656,79.6222915649414,0.8929435610771179,11105,0.581007957458496,1
12735,441.380004882813,174.737518310547,94.10659790039058,0.8425873517990109,13066,0.697426080703735,1
12503,446.31100463867205,177.337371826172,91.1587677001953,0.8577653169631959,12777,0.629366755485535,1
16006,528.176025390625,222.671905517578,93.09613037109379,0.9084072113037109,16466,0.611850142478943,0
13166,465.96701049804705,195.905410766602,86.0058975219727,0.8984785079956059,13383,0.658003926277161,1
12609,475.359985351563,202.75440979003898,81.2737197875977,0.9161445498466491,13210,0.7069410085678101,0
10735,421.48800659179705,172.779373168945,80.1673812866211,0.8858420252799991,11021,0.7809544801712041,1
9911,390.45999145507795,157.097946166992,81.44798278808591,0.855105817317963,10178,0.731331169605255,1
12266,438.822998046875,178.842437744141,88.8010711669922,0.86801815032959,12554,0.7699937224388119,1
10852,433.64498901367205,177.96263122558602,80.45235443115241,0.891980230808258,11315,0.7760852575302121,1
10908,414.997009277344,174.449157714844,80.5641860961914,0.8869734406471249,11062,0.754983365535736,1
8604,373.683013916016,153.579605102539,72.3096466064453,0.882224798202515,8787,0.602563202381134,1
13014,459.557006835938,193.659515380859,86.1981887817383,0.89547997713089,13253,0.67507004737854,0
17192,528.341979980469,222.94993591308602,99.0926742553711,0.8957979083061222,17457,0.6289142370224,0
9273,406.402008056641,173.414093017578,68.8025360107422,0.917925477027893,9445,0.530097782611847,1
14952,488.630004882813,203.002960205078,94.5545272827149,0.88490104675293,15187,0.615612626075745,0
12820,459.170989990234,193.70509338378898,84.8340835571289,0.898997008800507,13002,0.5961681604385379,0
12676,437.955993652344,178.237106323242,91.69775390625,0.8575080037117,12887,0.691242218017578,1
10173,406.966003417969,174.50358581543,74.86865234375,0.903286516666412,10342,0.762708067893982,1
11742,437.903015136719,182.25706481933602,83.0041809082031,0.8902748227119449,11974,0.588896155357361,1
12746,446.13400268554705,182.34104919433602,89.76050567626949,0.8704441785812379,12993,0.8091670870780949,1
12215,445.295013427734,180.909469604492,87.40585327148442,0.8755393028259281,12448,0.5881078243255621,1
10015,402.17898559570295,160.386825561523,81.0769119262695,0.8628215789794921,10338,0.6946178674697879,1
11211,410.575988769531,162.871398925781,88.5901260375977,0.8391326665878299,11408,0.6434228420257571,1
12840,470.096008300781,199.26148986816398,82.7935256958008,0.90959233045578,13072,0.557872772216797,1
14061,470.74899291992205,190.290008544922,95.00540161132808,0.8664485812187199,14347,0.6180115938186651,0
10360,404.329010009766,165.85905456543,81.1980285644531,0.8719694018363949,10556,0.6761519312858578,1
10786,408.024993896484,165.129928588867,84.932243347168,0.857588827610016,11022,0.787586688995361,1
14283,482.697998046875,202.365631103516,90.6138916015625,0.894147217273712,14595,0.6364973187446589,0
14019,482.454010009766,197.198196411133,92.6700439453125,0.882701814174652,14411,0.576154828071594,0
15172,504.15798950195295,213.224670410156,91.6670608520508,0.9028725028038029,15477,0.6224410533905029,0
14563,496.776000976563,206.127151489258,91.5304412841797,0.896002769470215,15116,0.591054856777191,0
12574,466.51998901367205,197.863235473633,81.8879928588867,0.9103398323059079,12902,0.661789476871491,1
12269,435.656005859375,175.955520629883,90.298095703125,0.858276784420013,12583,0.7788357734680179,1
12377,465.046997070313,197.081405639648,81.92232513427741,0.9095120429992679,12669,0.6296805143356321,0
12057,448.441009521484,183.944961547852,85.177864074707,0.8863260746002201,12295,0.7326810956001278,1
13954,484.53201293945295,203.678176879883,88.2087173461914,0.901356041431427,14288,0.7508609294891361,0
12174,435.368011474609,174.200012207031,90.66159057617192,0.8538949489593509,12471,0.663867354393005,1
11532,422.691009521484,168.923095703125,88.0403594970703,0.853443086147308,11798,0.6306808590888979,1
10796,416.25900268554705,168.60119628906298,82.71273040771491,0.8713949918746949,10985,0.598182618618012,1
14784,481.985992431641,200.027160644531,94.98056030273442,0.8800730705261229,15005,0.7215931415557858,0
14652,485.546997070313,201.553604125977,93.44861602783199,0.886022865772247,14883,0.5931503772735601,0
12282,430.760986328125,173.742248535156,90.9186019897461,0.8521510362625121,12484,0.664394676685333,1
12406,434.73098754882795,172.183944702148,92.8565826416016,0.842121958732605,12704,0.644467532634735,1
11297,418.953002929688,172.967422485352,84.433464050293,0.8727616667747501,11482,0.6229390501976011,1
11961,429.367004394531,175.44313049316398,87.6479263305664,0.866267621517181,12149,0.6110345125198361,1
12906,449.79098510742205,180.675888061523,92.4682235717773,0.8591101765632629,13278,0.635920166969299,1
10842,415.658996582031,169.43460083007798,82.63616943359379,0.8730016946792599,11153,0.733062863349915,1
12495,443.67800903320295,184.98767089843798,87.1301803588867,0.88213038444519,12690,0.7426007390022281,1
10806,408.67599487304705,163.71594238281298,85.6324844360352,0.8522987961769101,11069,0.611441195011139,1
10085,412.135009765625,172.962112426758,75.2606582641602,0.900368571281433,10351,0.6983104944229129,1
14106,487.252014160156,209.569381713867,86.5551986694336,0.9107244610786441,14348,0.542705476284027,0
9776,403.67599487304705,170.88005065918,73.1112747192383,0.9038490653038029,9969,0.641933143138886,1
10912,424.881988525391,171.862503051758,81.7665939331055,0.879571080207825,11282,0.612758338451386,1
10727,420.364990234375,174.384521484375,79.6027526855469,0.889734506607056,11009,0.6706051230430601,1
16436,529.862976074219,230.931045532227,91.065185546875,0.918964922428131,16648,0.6341049671173101,0
15093,509.304992675781,214.428115844727,90.8832778930664,0.905736923217773,15497,0.5726155042648321,0
14974,498.625,210.92395019531202,90.9039993286133,0.902361512184143,15212,0.640900552272797,0
12022,431.23098754882795,176.25048828125,87.9513778686524,0.8665941953659059,12205,0.785341024398804,1
8709,383.527008056641,164.193893432617,67.93288421630861,0.9103970527648929,8873,0.7679893970489499,1
14709,489.528991699219,204.92346191406298,91.86573028564449,0.893886744976044,15041,0.639799892902374,0
13983,481.658996582031,198.39045715332,90.4981460571289,0.8898968696594242,14306,0.588015139102936,0
11816,453.989990234375,191.065628051758,79.9344787597656,0.9082806706428531,12079,0.767771303653717,1
11144,427.121002197266,182.216415405273,78.3183364868164,0.902919590473175,11332,0.6843527555465699,1
14517,488.32400512695295,196.164489746094,95.5829010009766,0.8732575178146359,14976,0.595129728317261,0
11734,430.27999877929705,181.887298583984,82.5550231933594,0.8910627961158749,11875,0.799427688121796,1
14843,510.101989746094,220.035858154297,86.5013580322266,0.919485509395599,15155,0.5331537127494811,0
11577,431.156005859375,178.83625793457,83.4061584472656,0.8845829963684079,11810,0.756073653697968,0
12437,434.671997070313,174.96618652343798,91.87350463867192,0.851044893264771,12670,0.7286308407783509,1
13468,470.763000488281,194.473495483398,89.7410659790039,0.887162804603577,14022,0.69183748960495,0
12086,438.502990722656,179.416641235352,86.54946899414058,0.875954508781433,12292,0.629479169845581,1
13385,460.825012207031,192.646148681641,89.7134857177734,0.8849475979804989,13595,0.612754046916962,0
11340,420.920989990234,169.635314941406,86.1767196655273,0.861350178718567,11639,0.630630612373352,1
11715,429.16598510742205,171.09963989257798,89.10729217529301,0.853683710098267,12066,0.6495342850685121,1
10928,408.86300659179705,168.128723144531,83.0641784667969,0.8694328665733341,11113,0.6268571019172671,1
9373,383.049011230469,159.378616333008,75.7503662109375,0.8798315525054928,9520,0.723895609378815,1
13918,489.04000854492205,207.881744384766,86.49022674560551,0.9093394875526429,14263,0.7187564373016361,0
11550,420.273986816406,170.953063964844,87.1501617431641,0.860298871994019,11776,0.6946950554847721,1
9468,386.497985839844,162.473892211914,74.97503662109379,0.8871615529060359,9608,0.753761649131775,1
11901,436.140991210938,174.572891235352,88.4468841552734,0.8621534109115601,12172,0.583096504211426,1
10106,408.941986083984,167.795257568359,78.3033676147461,0.8844367265701291,10424,0.7812306880950931,1
13053,480.950988769531,205.952423095703,81.6555938720703,0.9180442690849301,13478,0.683582067489624,0
11329,419.40499877929705,173.39045715332,84.3458251953125,0.873708307743073,11560,0.803247332572937,1
11545,427.619995117188,167.412094116211,89.4489212036133,0.845292508602142,11925,0.632394850254059,1
11790,444.34298706054705,184.42248535156298,82.4476089477539,0.8945047855377201,12103,0.596056640148163,1
14590,496.171997070313,212.10075378418,88.60240936279301,0.908567845821381,14883,0.5714845061302191,0
12416,449.739990234375,190.607559204102,83.5194549560547,0.8988897204399109,12607,0.677211761474609,1
10740,422.768005371094,182.964920043945,75.0380172729492,0.912030458450317,10886,0.5563613772392271,1
11251,422.117004394531,171.550842285156,84.839714050293,0.869151651859283,11538,0.760613858699799,1
16500,523.346008300781,219.72413635253898,97.14173126220699,0.8969619870185849,16880,0.630637526512146,0
9862,396.861999511719,166.761657714844,75.71849060058591,0.890975117683411,10064,0.640389621257782,1
13269,485.614990234375,207.122451782227,83.323974609375,0.9155108332633969,13741,0.7147704958915709,0
11489,432.20700073242205,182.362380981445,81.07017517089841,0.8957513570785519,11683,0.799068033695221,1
17353,539.033996582031,220.96119689941398,101.4541015625,0.888359308242798,17845,0.630307674407959,0
14523,491.93701171875,205.12512207031202,91.14208221435551,0.895865976810455,14849,0.610005021095276,0
15806,513.844970703125,221.1923828125,91.62950897216801,0.910161972045898,16043,0.574868142604828,0
14053,482.08401489257795,204.378631591797,88.23910522460942,0.901996493339539,14316,0.7133502364158629,0
10842,434.273010253906,179.434875488281,79.0073547363281,0.8978447318077091,11251,0.545784056186676,1
12972,467.380004882812,194.529083251953,86.5066757202149,0.8956806063652042,13425,0.7746790051460269,0
11017,416.932006835938,168.36868286132798,84.200065612793,0.8659714460372929,11303,0.7368245124816891,1
14321,490.424987792969,204.280380249023,90.68297576904301,0.8960692882537841,14622,0.573872983455658,0
11322,435.200988769531,180.428497314453,82.2097930908203,0.890165984630585,11650,0.659405946731567,1
13273,463.3330078125,197.452789306641,85.99746704101558,0.900172114372253,13462,0.585823357105255,0
10312,398.795013427734,163.54231262207,80.6704483032227,0.869876503944397,10507,0.8057509064674381,1
12074,436.462005615234,178.207611083984,87.6471099853516,0.870693564414978,12300,0.601774334907532,1
12886,463.903015136719,193.87658691406298,85.4777374267578,0.8975624442100529,13196,0.5952513217926031,0
15360,504.231994628906,210.39074707031202,94.74095916748051,0.892872512340546,15751,0.7576579451560971,0
13935,483.243988037109,196.786102294922,91.7178497314453,0.88474315404892,14428,0.59323114156723,0
12043,441.156005859375,175.53205871582,88.6882476806641,0.862970769405365,12376,0.6677201390266421,1
11725,427.140014648438,174.794021606445,86.76219940185551,0.868112087249756,11954,0.634263753890991,1
11491,440.468994140625,183.995330810547,80.8708724975586,0.898229479789734,11819,0.664988398551941,0
10119,403.54299926757795,168.575988769531,77.2408447265625,0.888851165771484,10317,0.7722069621086121,1
15149,509.13699340820295,214.007461547852,91.2837295532227,0.9044665098190309,15516,0.707104206085205,0
14485,495.466003417969,212.001663208008,88.2376480102539,0.909267544746399,14745,0.645096659660339,0
12103,439.21798706054705,181.98512268066398,85.5549011230469,0.882602334022522,12339,0.5992770791053771,1
14399,492.338989257813,210.13990783691398,88.1023635864258,0.907868146896362,14636,0.549181878566742,0
13193,469.41500854492205,201.604568481445,83.729736328125,0.909676909446716,13535,0.7359290719032291,0
12900,461.835998535156,195.345138549805,84.5719757080078,0.901424586772919,13160,0.591797411441803,1
14608,483.161010742188,201.034942626953,93.4607315063477,0.885364294052124,14845,0.6550084948539731,1
15094,506.506988525391,217.938293457031,89.09558868408199,0.912619054317474,15346,0.66855651140213,0
13057,460.16799926757795,187.128479003906,90.31277465820308,0.875827431678772,13385,0.7507906556129459,0
10884,406.718994140625,156.77713012695298,89.60812377929692,0.8205576539039608,11233,0.7236701846122741,1
14011,475.872985839844,197.72863769531298,91.1590805053711,0.887383878231049,14315,0.7776112556457521,0
14013,480.830993652344,191.845077514648,94.8756866455078,0.869153022766113,14622,0.6259156465530401,0
12911,446.753997802734,187.872100830078,88.2001419067383,0.882948935031891,13071,0.771082162857056,1
12150,435.903991699219,175.483215332031,89.5668411254883,0.8599364161491391,12460,0.7105262875556949,1
